source_node,target_node,similarity
3253,727,1.0
3253,1072,1.0
3253,2007,1.0
3253,2205,1.0
2980,2411,1.0
2980,270,1.0
2980,3873,1.0
2980,1667,1.0
2629,1903,1.0
3206,392,1.0
3206,90,1.0
3206,179,1.0
3206,279,1.0
3206,1692,1.0
3206,2045,1.0
254,2695,1.0
254,607,1.0
254,2395,1.0
2865,1417,1.0
2865,2285,1.0
2865,404,1.0
2865,1955,1.0
2206,525,1.0
1648,1166,1.0
1648,925,1.0
1366,2751,1.0
1366,1405,1.0
1366,1093,1.0
1366,2492,1.0
1366,1191,1.0
1000,3816,1.0
1000,1366,1.0
2507,491,1.0
2507,2919,1.0
2507,2299,1.0
2507,422,1.0
2507,2625,1.0
2696,3426,1.0
2696,2321,1.0
1625,1619,1.0
1625,2261,1.0
1625,1505,1.0
1625,3944,1.0
2588,3279,1.0
2588,3267,1.0
2588,2780,1.0
2588,1077,1.0
1567,2051,1.0
1567,1625,1.0
1567,152,1.0
1567,3663,1.0
1567,1224,1.0
1567,3832,1.0
1567,3390,1.0
1567,1622,1.0
1567,2588,1.0
1567,224,1.0
1641,2663,1.0
1641,2691,1.0
1641,2490,1.0
1641,1567,1.0
127,3476,1.0
127,2210,1.0
2362,857,1.0
2362,2564,1.0
2362,2492,1.0
2362,871,1.0
2362,1143,1.0
2362,2921,1.0
1773,1641,1.0
1773,3582,1.0
1773,127,1.0
1773,1474,1.0
2590,2831,1.0
2590,2696,1.0
2590,3916,1.0
2590,1773,1.0
2590,1512,1.0
2727,3419,1.0
2727,2047,1.0
2727,249,1.0
2727,164,1.0
618,3207,1.0
618,3182,1.0
618,1332,1.0
618,2727,1.0
618,3023,1.0
618,2058,1.0
560,2738,1.0
560,2529,1.0
560,2778,1.0
560,2500,1.0
560,2370,1.0
560,1865,1.0
560,3338,1.0
3367,1013,1.0
3367,3598,1.0
3367,1868,1.0
3367,921,1.0
3367,2992,1.0
184,1617,1.0
184,560,1.0
184,1687,1.0
184,3367,1.0
184,2643,1.0
184,3172,1.0
194,184,1.0
194,3885,1.0
194,3265,1.0
194,298,1.0
194,762,1.0
194,3196,1.0
119,3988,1.0
676,821,1.0
676,2379,1.0
237,1311,1.0
237,676,1.0
791,119,1.0
791,924,1.0
791,237,1.0
3903,2652,1.0
3903,1471,1.0
3903,3894,1.0
3903,1530,1.0
3903,2447,1.0
3216,679,1.0
3216,466,1.0
3216,541,1.0
3216,774,1.0
3216,1523,1.0
3216,2956,1.0
2197,1455,1.0
2197,1485,1.0
2197,2397,1.0
2197,1505,1.0
1874,3422,1.0
1874,3403,1.0
1874,3568,1.0
2486,2816,1.0
2708,3135,1.0
2708,2032,1.0
2708,250,1.0
2708,3521,1.0
2708,2983,1.0
2708,1138,1.0
92,2418,1.0
92,1665,1.0
92,679,1.0
92,3682,1.0
92,2708,1.0
3808,1574,1.0
3808,1725,1.0
3808,1852,1.0
2073,514,1.0
2073,3238,1.0
2025,2307,1.0
2025,1510,1.0
2025,642,1.0
2025,2479,1.0
2025,3399,1.0
2025,3638,1.0
2025,3195,1.0
2025,2300,1.0
1966,2025,1.0
1966,3585,1.0
1966,2905,1.0
1731,3537,1.0
1731,2644,1.0
1731,1730,1.0
1731,2280,1.0
1731,3514,1.0
3032,1216,1.0
3032,2534,1.0
3032,2441,1.0
3032,2129,1.0
3032,2560,1.0
3032,402,1.0
3032,2149,1.0
3032,3670,1.0
3032,289,1.0
2414,3308,1.0
2414,1966,1.0
2414,1391,1.0
2527,1920,1.0
2527,617,1.0
2527,2486,1.0
2527,92,1.0
2527,674,1.0
2527,3808,1.0
2527,2376,1.0
2527,2414,1.0
994,1167,1.0
994,2713,1.0
994,1338,1.0
932,88,1.0
932,2126,1.0
932,1699,1.0
932,331,1.0
545,932,1.0
545,3200,1.0
545,3684,1.0
545,1016,1.0
545,2830,1.0
1656,1673,1.0
1656,1433,1.0
1656,202,1.0
1510,218,1.0
1510,2877,1.0
632,3458,1.0
632,2462,1.0
632,1871,1.0
1715,2376,1.0
1696,3812,1.0
1696,1968,1.0
2152,2756,1.0
2152,1647,1.0
2152,990,1.0
2152,824,1.0
2152,721,1.0
2152,1774,1.0
691,1715,1.0
691,1696,1.0
691,3953,1.0
691,460,1.0
691,2243,1.0
691,2152,1.0
1888,1442,1.0
1888,689,1.0
1888,2103,1.0
1138,3769,1.0
1138,1425,1.0
1138,1524,1.0
1138,656,1.0
1138,549,1.0
1138,2377,1.0
1298,1168,1.0
1298,1824,1.0
1298,2619,1.0
1298,465,1.0
1298,3260,1.0
1298,1711,1.0
1011,1391,1.0
1127,1336,1.0
1127,2060,1.0
1127,1138,1.0
1127,296,1.0
2246,2693,1.0
2246,1217,1.0
2246,3175,1.0
1019,3715,1.0
1019,3509,1.0
1019,373,1.0
843,920,1.0
843,2475,1.0
843,1019,1.0
1912,3318,1.0
1167,3464,1.0
1167,2246,1.0
1167,2341,1.0
1167,843,1.0
1167,780,1.0
1167,1381,1.0
2220,1510,1.0
2220,2709,1.0
2220,2480,1.0
2220,632,1.0
2220,2363,1.0
2220,2239,1.0
2220,1242,1.0
3102,3481,1.0
3102,1334,1.0
1546,3102,1.0
1546,1556,1.0
1546,1469,1.0
3129,2516,1.0
3129,1514,1.0
3129,1283,1.0
3129,3085,1.0
625,3129,1.0
2771,541,1.0
2771,417,1.0
2771,1704,1.0
2771,3032,1.0
2771,1881,1.0
1678,3079,1.0
1671,3968,1.0
1671,2759,1.0
1671,2801,1.0
1671,83,1.0
1671,1470,1.0
1671,3734,1.0
1671,2835,1.0
1671,2623,1.0
1072,3072,1.0
1072,3991,1.0
1072,2126,1.0
1072,3497,1.0
1072,326,1.0
2541,2683,1.0
1023,3118,1.0
1023,3093,1.0
1023,1061,1.0
1023,894,1.0
1023,3233,1.0
1023,1678,1.0
1023,1964,1.0
617,809,1.0
617,3548,1.0
617,2219,1.0
1204,1388,1.0
1204,55,1.0
782,3502,1.0
782,1668,1.0
782,940,1.0
782,1729,1.0
2882,1236,1.0
2882,2113,1.0
3166,2410,1.0
3166,1583,1.0
3166,3083,1.0
1198,2715,1.0
1198,1204,1.0
1198,1988,1.0
1198,492,1.0
1198,883,1.0
1198,3313,1.0
1198,2793,1.0
1198,3166,1.0
2805,1730,1.0
2805,3404,1.0
17,2305,1.0
3401,939,1.0
3401,3046,1.0
3401,596,1.0
1602,2281,1.0
1602,1469,1.0
3029,664,1.0
3029,3067,1.0
3029,2164,1.0
3029,2203,1.0
3029,839,1.0
3029,2080,1.0
3029,1132,1.0
789,1602,1.0
789,3029,1.0
789,3976,1.0
789,2626,1.0
789,3254,1.0
1643,3741,1.0
1643,3339,1.0
1643,2594,1.0
1643,3306,1.0
1098,2320,1.0
1098,1396,1.0
1098,113,1.0
1647,2207,1.0
1647,1220,1.0
1647,1183,1.0
1647,1050,1.0
1647,3966,1.0
307,3581,1.0
307,3097,1.0
307,1377,1.0
307,1647,1.0
307,3092,1.0
307,3431,1.0
3285,1546,1.0
3285,2182,1.0
3285,186,1.0
2742,2667,1.0
2742,2438,1.0
2742,3401,1.0
2742,3309,1.0
2742,789,1.0
2742,2721,1.0
2742,221,1.0
3452,1617,1.0
2852,3088,1.0
2852,3146,1.0
2852,3056,1.0
2468,2640,1.0
2468,1932,1.0
2468,1663,1.0
2468,3975,1.0
2468,1467,1.0
1570,629,1.0
1570,2525,1.0
1570,2468,1.0
1570,1953,1.0
1570,3501,1.0
1570,1554,1.0
1496,1030,1.0
1496,3581,1.0
1496,470,1.0
1496,3401,1.0
1496,562,1.0
1496,1437,1.0
759,1496,1.0
2488,134,1.0
2488,2341,1.0
2765,1250,1.0
2765,1862,1.0
2765,3819,1.0
2765,1448,1.0
2608,1318,1.0
2608,3099,1.0
2608,502,1.0
879,2608,1.0
879,1772,1.0
879,2420,1.0
879,3894,1.0
879,3879,1.0
879,3844,1.0
836,3989,1.0
836,309,1.0
836,3554,1.0
836,3116,1.0
836,2018,1.0
836,2398,1.0
836,265,1.0
3063,3581,1.0
90,2409,1.0
90,836,1.0
90,174,1.0
90,3063,1.0
811,3276,1.0
811,1340,1.0
811,90,1.0
811,1221,1.0
811,1955,1.0
811,2089,1.0
1363,2712,1.0
1363,3086,1.0
1363,2564,1.0
1363,2207,1.0
1363,1083,1.0
3124,2422,1.0
3124,1075,1.0
3124,3627,1.0
3124,355,1.0
2871,1059,1.0
2871,1076,1.0
1388,1766,1.0
1388,346,1.0
2343,1073,1.0
2343,329,1.0
562,3564,1.0
562,3722,1.0
562,2040,1.0
562,2343,1.0
2723,2585,1.0
1655,1843,1.0
1655,1670,1.0
1655,3598,1.0
1655,3557,1.0
1655,2995,1.0
1655,2090,1.0
316,2341,1.0
316,1655,1.0
316,2347,1.0
2215,2438,1.0
2215,2723,1.0
2215,2683,1.0
2215,316,1.0
2162,2712,1.0
2162,1328,1.0
2162,3695,1.0
2162,1329,1.0
3210,3358,1.0
3210,714,1.0
3210,3732,1.0
827,963,1.0
827,3085,1.0
827,1539,1.0
643,492,1.0
643,1139,1.0
643,827,1.0
3203,3080,1.0
3203,2758,1.0
3203,1994,1.0
3203,208,1.0
3203,403,1.0
3203,1762,1.0
3203,643,1.0
1733,611,1.0
1733,2651,1.0
1733,2826,1.0
1733,907,1.0
1733,595,1.0
714,3490,1.0
714,339,1.0
714,1733,1.0
1833,3238,1.0
1833,1846,1.0
1833,714,1.0
3677,250,1.0
3677,3191,1.0
3677,2358,1.0
3677,1769,1.0
3677,33,1.0
3677,2470,1.0
3677,1358,1.0
3677,300,1.0
1916,2639,1.0
1916,1488,1.0
1916,880,1.0
3879,1538,1.0
1845,3251,1.0
1845,1888,1.0
1808,2463,1.0
1808,2484,1.0
1808,2217,1.0
1808,1916,1.0
1808,3879,1.0
1808,1845,1.0
3536,2396,1.0
3536,1540,1.0
3536,3943,1.0
3536,2813,1.0
3712,3441,1.0
3712,1652,1.0
2892,3749,1.0
2892,2756,1.0
2892,2076,1.0
2892,3177,1.0
2093,1288,1.0
2093,1229,1.0
2093,2166,1.0
1972,1555,1.0
1972,3671,1.0
1972,3115,1.0
1972,20,1.0
28,1972,1.0
28,1495,1.0
28,3345,1.0
2645,3632,1.0
2645,2751,1.0
2645,3834,1.0
2645,2563,1.0
1323,571,1.0
1323,2564,1.0
1323,1147,1.0
1323,95,1.0
1323,3015,1.0
987,1024,1.0
987,1273,1.0
987,1467,1.0
1959,1363,1.0
1959,1627,1.0
1959,2003,1.0
1959,65,1.0
1959,3351,1.0
1959,1170,1.0
581,3697,1.0
581,1959,1.0
634,2281,1.0
634,2652,1.0
1230,1323,1.0
1230,357,1.0
1230,987,1.0
1230,3084,1.0
1230,581,1.0
1230,634,1.0
1142,527,1.0
2743,3919,1.0
2743,2449,1.0
2743,2442,1.0
2743,3590,1.0
2743,715,1.0
2743,2528,1.0
940,1952,1.0
940,2743,1.0
2290,125,1.0
2290,1230,1.0
2290,1142,1.0
2290,940,1.0
1272,210,1.0
778,2629,1.0
778,2658,1.0
778,1388,1.0
778,1605,1.0
586,571,1.0
586,870,1.0
586,778,1.0
586,3593,1.0
1137,2129,1.0
1137,1149,1.0
1137,2705,1.0
1137,200,1.0
1308,2604,1.0
1308,1137,1.0
1308,760,1.0
1308,3534,1.0
1308,1474,1.0
1308,2156,1.0
1308,2894,1.0
3535,2218,1.0
3535,1308,1.0
3549,3325,1.0
3549,3372,1.0
3549,2655,1.0
3549,1272,1.0
3549,3535,1.0
2679,2120,1.0
2679,2,1.0
2679,3264,1.0
2679,3674,1.0
2679,3082,1.0
2679,408,1.0
62,2092,1.0
62,2900,1.0
62,3824,1.0
62,2679,1.0
62,1709,1.0
1933,1551,1.0
1933,3539,1.0
1933,2110,1.0
1933,3704,1.0
1933,2257,1.0
1933,2454,1.0
1933,2091,1.0
1933,795,1.0
1933,62,1.0
2919,2175,1.0
2919,62,1.0
2919,2198,1.0
2776,2012,1.0
2776,3921,1.0
2776,740,1.0
2776,2645,1.0
2724,1301,1.0
2724,2124,1.0
2724,341,1.0
2724,45,1.0
2724,3283,1.0
2724,3260,1.0
2724,985,1.0
2724,1899,1.0
1332,2610,1.0
1332,228,1.0
1332,583,1.0
1332,387,1.0
1958,329,1.0
1958,282,1.0
1958,3633,1.0
1958,2147,1.0
1958,2230,1.0
505,1958,1.0
505,1467,1.0
2395,3976,1.0
2395,111,1.0
2395,505,1.0
1090,641,1.0
1090,1752,1.0
3207,2320,1.0
3207,2688,1.0
3207,659,1.0
1466,1121,1.0
1466,3705,1.0
1466,795,1.0
1038,3207,1.0
1038,1466,1.0
1038,2875,1.0
1038,1021,1.0
449,2730,1.0
449,2023,1.0
449,38,1.0
449,56,1.0
449,1874,1.0
449,3753,1.0
449,3621,1.0
449,2001,1.0
293,449,1.0
293,378,1.0
293,1952,1.0
1404,2134,1.0
1404,809,1.0
1404,293,1.0
1404,3233,1.0
1404,1202,1.0
2647,3207,1.0
2647,452,1.0
2647,2846,1.0
2647,1258,1.0
2647,3701,1.0
3985,3519,1.0
3985,3229,1.0
3985,3962,1.0
3818,2475,1.0
3818,1987,1.0
2522,1101,1.0
2522,3818,1.0
2522,496,1.0
2522,2102,1.0
1815,961,1.0
1815,243,1.0
1815,3985,1.0
1815,1187,1.0
433,3842,1.0
433,2896,1.0
433,734,1.0
433,2203,1.0
433,1749,1.0
433,97,1.0
433,3246,1.0
2626,2629,1.0
2626,3517,1.0
2626,3103,1.0
2626,3405,1.0
2626,1911,1.0
848,3081,1.0
848,433,1.0
848,2626,1.0
848,224,1.0
848,173,1.0
848,2967,1.0
415,3474,1.0
415,185,1.0
415,2544,1.0
2841,1187,1.0
2841,3068,1.0
2841,1815,1.0
2841,924,1.0
2841,3123,1.0
2841,40,1.0
3404,2772,1.0
3404,1540,1.0
3404,3356,1.0
3404,3309,1.0
266,3404,1.0
2800,666,1.0
2800,3747,1.0
2800,3026,1.0
2800,2995,1.0
2800,1479,1.0
2171,2430,1.0
2171,604,1.0
2171,3075,1.0
2171,1969,1.0
462,939,1.0
462,2402,1.0
462,2800,1.0
462,2171,1.0
3655,2295,1.0
3655,3169,1.0
3655,845,1.0
3482,3226,1.0
3482,2688,1.0
3482,2660,1.0
3482,986,1.0
3482,454,1.0
831,3655,1.0
831,3493,1.0
831,3482,1.0
831,3511,1.0
2326,3500,1.0
2326,2846,1.0
1346,3762,1.0
1346,1989,1.0
1064,831,1.0
1064,674,1.0
1064,2081,1.0
1064,1531,1.0
2576,710,1.0
2576,3648,1.0
2576,2177,1.0
2576,3675,1.0
2357,2792,1.0
2357,3950,1.0
2357,1106,1.0
2357,3591,1.0
1021,3182,1.0
1021,3901,1.0
1021,445,1.0
1021,3053,1.0
2952,1423,1.0
2952,3622,1.0
2952,548,1.0
2952,429,1.0
2952,3603,1.0
2952,2721,1.0
2952,3613,1.0
2952,986,1.0
160,497,1.0
160,2357,1.0
160,1322,1.0
160,1021,1.0
160,2425,1.0
160,2952,1.0
1356,3057,1.0
1356,1980,1.0
1356,455,1.0
2609,3519,1.0
2609,874,1.0
1246,962,1.0
1246,2866,1.0
159,2107,1.0
159,671,1.0
159,1246,1.0
159,61,1.0
2272,159,1.0
3146,574,1.0
3146,1741,1.0
3146,3384,1.0
3146,147,1.0
1965,3109,1.0
1965,2071,1.0
1965,854,1.0
1965,781,1.0
1965,2992,1.0
1955,587,1.0
1955,3146,1.0
1955,2957,1.0
1955,1965,1.0
3302,2987,1.0
3302,2926,1.0
3302,1197,1.0
3302,1781,1.0
2875,2067,1.0
2875,705,1.0
2875,3030,1.0
2875,357,1.0
2875,3381,1.0
2875,3066,1.0
2875,2259,1.0
3924,3913,1.0
3924,1030,1.0
3924,2626,1.0
3924,3984,1.0
3924,1398,1.0
1516,2239,1.0
1516,1794,1.0
1401,2507,1.0
1401,88,1.0
1401,30,1.0
1401,1851,1.0
223,2687,1.0
223,2249,1.0
223,3924,1.0
223,2133,1.0
223,1516,1.0
223,1043,1.0
223,1401,1.0
3704,2451,1.0
3704,3890,1.0
3704,2896,1.0
3704,132,1.0
3704,1955,1.0
3704,1895,1.0
3813,3776,1.0
3813,2327,1.0
3813,803,1.0
3813,160,1.0
3813,3704,1.0
2133,95,1.0
3572,2513,1.0
3572,1771,1.0
3572,3901,1.0
3572,409,1.0
1192,3890,1.0
1192,664,1.0
2381,1688,1.0
2381,3209,1.0
2381,1620,1.0
2721,806,1.0
2721,871,1.0
2721,307,1.0
2721,3285,1.0
2721,2031,1.0
2491,2253,1.0
2491,541,1.0
2491,2126,1.0
2491,506,1.0
2491,2469,1.0
2491,1673,1.0
3020,3450,1.0
3020,2340,1.0
3020,2371,1.0
3020,1666,1.0
1441,1099,1.0
1441,2007,1.0
1441,2447,1.0
2316,2480,1.0
2316,2167,1.0
2316,1254,1.0
890,2649,1.0
890,361,1.0
890,2739,1.0
890,3020,1.0
890,357,1.0
890,1441,1.0
890,2316,1.0
1205,3572,1.0
1205,1192,1.0
1205,2303,1.0
1033,803,1.0
1033,2353,1.0
1033,3565,1.0
1033,1205,1.0
146,1475,1.0
146,1205,1.0
146,1034,1.0
146,1254,1.0
146,1297,1.0
146,1329,1.0
146,1033,1.0
3727,2474,1.0
3727,3667,1.0
3727,1054,1.0
3727,746,1.0
766,2313,1.0
766,1190,1.0
766,3854,1.0
766,146,1.0
766,3727,1.0
3134,2553,1.0
3134,1196,1.0
3134,1027,1.0
3134,1450,1.0
3134,2292,1.0
3134,2983,1.0
3134,390,1.0
3134,2655,1.0
3134,2589,1.0
621,1662,1.0
621,261,1.0
621,298,1.0
571,1413,1.0
571,1148,1.0
571,532,1.0
571,621,1.0
1638,1292,1.0
1638,571,1.0
2649,3624,1.0
2649,374,1.0
2649,459,1.0
1828,3329,1.0
1828,1210,1.0
1828,2665,1.0
1828,3526,1.0
1828,1137,1.0
1828,3978,1.0
247,1949,1.0
247,133,1.0
247,2994,1.0
247,1850,1.0
247,1964,1.0
247,1828,1.0
3505,2833,1.0
3505,2022,1.0
3505,2620,1.0
331,247,1.0
331,56,1.0
331,3505,1.0
2601,3508,1.0
2601,1637,1.0
2601,290,1.0
2601,3703,1.0
2601,2116,1.0
520,2033,1.0
520,2601,1.0
520,1990,1.0
3090,42,1.0
3090,3220,1.0
3090,3704,1.0
3090,2781,1.0
3090,2626,1.0
3090,1838,1.0
3090,1381,1.0
3481,2338,1.0
820,3556,1.0
820,3141,1.0
820,554,1.0
820,494,1.0
1360,144,1.0
1360,820,1.0
1360,3218,1.0
2583,2649,1.0
2583,2914,1.0
2583,1128,1.0
2583,615,1.0
2583,1559,1.0
2583,3169,1.0
2583,2000,1.0
3106,3262,1.0
1191,3935,1.0
1191,3269,1.0
1191,351,1.0
1191,1679,1.0
755,1591,1.0
755,56,1.0
3224,3850,1.0
3224,3572,1.0
3224,1744,1.0
3224,2611,1.0
1903,2771,1.0
1903,1023,1.0
1903,33,1.0
2710,2107,1.0
2710,1813,1.0
3905,3676,1.0
3905,2710,1.0
3905,2222,1.0
2680,236,1.0
2680,2,1.0
2680,237,1.0
2680,1000,1.0
3341,3992,1.0
3341,3179,1.0
3341,716,1.0
3341,2883,1.0
3341,422,1.0
3341,2971,1.0
3341,2761,1.0
3748,2298,1.0
3748,1115,1.0
1459,319,1.0
1459,3383,1.0
1459,3341,1.0
1459,3748,1.0
1459,3470,1.0
3279,2750,1.0
3279,646,1.0
3279,2355,1.0
3279,587,1.0
3279,2978,1.0
3279,2576,1.0
3279,62,1.0
3098,1837,1.0
3098,1508,1.0
3098,3722,1.0
3098,3182,1.0
3098,3738,1.0
3379,1166,1.0
3379,1653,1.0
3379,1458,1.0
3379,1898,1.0
3379,3706,1.0
3379,3597,1.0
747,3911,1.0
747,3313,1.0
747,3379,1.0
747,286,1.0
1196,3,1.0
1196,1185,1.0
1196,164,1.0
1790,3987,1.0
1790,3259,1.0
1790,1883,1.0
1790,2228,1.0
1008,1196,1.0
1008,1790,1.0
1008,2044,1.0
1008,3729,1.0
1008,2151,1.0
1008,1846,1.0
1008,3563,1.0
926,1868,1.0
926,1481,1.0
3643,3519,1.0
3643,2482,1.0
3643,1711,1.0
2008,1626,1.0
2008,896,1.0
2008,677,1.0
2008,3195,1.0
2733,3600,1.0
2733,3763,1.0
2733,1958,1.0
2733,1620,1.0
2733,3944,1.0
2051,2911,1.0
2051,552,1.0
2051,3354,1.0
2051,3737,1.0
663,3787,1.0
663,3771,1.0
663,3880,1.0
1453,1330,1.0
2373,2582,1.0
2373,344,1.0
2373,3589,1.0
2373,1808,1.0
647,2051,1.0
647,313,1.0
647,663,1.0
647,1453,1.0
647,2373,1.0
647,2045,1.0
2716,803,1.0
2716,3942,1.0
2716,1573,1.0
2716,1729,1.0
2560,303,1.0
2560,843,1.0
1329,2716,1.0
1329,3466,1.0
1329,2560,1.0
2772,458,1.0
2772,1308,1.0
2772,3883,1.0
2772,2222,1.0
2737,2055,1.0
2737,3012,1.0
2737,2689,1.0
2737,630,1.0
2737,3692,1.0
2737,593,1.0
2737,1569,1.0
3609,1484,1.0
3609,802,1.0
3609,1325,1.0
3609,1158,1.0
3609,2620,1.0
3609,2136,1.0
2639,2658,1.0
2639,303,1.0
2639,3789,1.0
2639,2996,1.0
764,3515,1.0
764,544,1.0
764,1634,1.0
764,37,1.0
1895,1091,1.0
1895,223,1.0
344,3276,1.0
344,2065,1.0
344,2428,1.0
344,764,1.0
344,1895,1.0
3298,2989,1.0
3298,2008,1.0
3298,3754,1.0
3298,2690,1.0
3298,1177,1.0
3298,1941,1.0
3726,3088,1.0
3726,1549,1.0
3726,1483,1.0
3726,1582,1.0
1345,1325,1.0
1594,1639,1.0
1594,2678,1.0
1594,3667,1.0
1594,349,1.0
2105,778,1.0
2105,3574,1.0
3583,3259,1.0
3583,3830,1.0
2758,1681,1.0
2758,2136,1.0
2315,3595,1.0
2315,1620,1.0
2315,3161,1.0
2315,1319,1.0
2315,2404,1.0
2315,2154,1.0
2425,3643,1.0
2425,2412,1.0
2425,1232,1.0
2425,2429,1.0
2425,3087,1.0
2425,2733,1.0
2400,3924,1.0
2400,3749,1.0
2400,3215,1.0
2400,3418,1.0
2400,2205,1.0
21,2400,1.0
21,2998,1.0
21,3254,1.0
800,3189,1.0
800,1331,1.0
800,21,1.0
800,2908,1.0
800,408,1.0
2174,3267,1.0
2174,933,1.0
2174,1311,1.0
2174,1438,1.0
2174,274,1.0
2174,800,1.0
2174,2893,1.0
2566,3170,1.0
2566,1503,1.0
2566,3032,1.0
2566,2517,1.0
2566,1981,1.0
2566,1530,1.0
192,2566,1.0
192,1769,1.0
192,2258,1.0
192,1734,1.0
648,811,1.0
648,315,1.0
648,3236,1.0
1616,192,1.0
1616,1670,1.0
1616,3485,1.0
1616,426,1.0
3035,3293,1.0
3035,448,1.0
3035,1293,1.0
3035,442,1.0
3035,3254,1.0
2975,3339,1.0
2975,169,1.0
2670,926,1.0
2670,2425,1.0
2670,2713,1.0
2670,3194,1.0
720,1438,1.0
720,3035,1.0
720,2975,1.0
720,2670,1.0
720,2538,1.0
720,2596,1.0
1713,179,1.0
1713,2707,1.0
1713,1616,1.0
1713,720,1.0
2739,3070,1.0
2739,1577,1.0
2739,2858,1.0
267,3444,1.0
267,2739,1.0
267,2915,1.0
1529,1938,1.0
1529,282,1.0
1529,2734,1.0
280,239,1.0
280,3276,1.0
280,3377,1.0
280,267,1.0
280,1756,1.0
280,3897,1.0
280,1529,1.0
3490,1642,1.0
3490,3295,1.0
3490,1719,1.0
3490,2986,1.0
3490,2606,1.0
3490,1305,1.0
358,2298,1.0
358,3490,1.0
358,3684,1.0
358,2350,1.0
1068,2209,1.0
1068,358,1.0
1068,44,1.0
2622,2334,1.0
2622,3353,1.0
514,1595,1.0
514,3042,1.0
514,2181,1.0
3034,2690,1.0
3034,2210,1.0
3034,3306,1.0
3034,2058,1.0
2136,1045,1.0
2136,1268,1.0
1250,1291,1.0
1250,1092,1.0
1250,1847,1.0
1250,695,1.0
1071,3943,1.0
1071,35,1.0
115,259,1.0
115,1071,1.0
115,846,1.0
1262,2274,1.0
1262,3489,1.0
1262,3934,1.0
1262,2010,1.0
18,1792,1.0
18,186,1.0
2914,2213,1.0
2914,285,1.0
2914,2158,1.0
1406,2612,1.0
1406,1262,1.0
1406,2529,1.0
1406,3570,1.0
1406,214,1.0
1406,2842,1.0
1406,1939,1.0
1596,2987,1.0
1596,3876,1.0
1109,2448,1.0
1273,932,1.0
1273,1997,1.0
1273,299,1.0
3396,2871,1.0
3396,3007,1.0
3396,2991,1.0
3396,3717,1.0
3396,1577,1.0
3487,3131,1.0
3487,1465,1.0
3487,3699,1.0
696,3487,1.0
696,1478,1.0
1005,548,1.0
1005,696,1.0
2149,1004,1.0
2149,2240,1.0
3221,3323,1.0
3221,3102,1.0
3221,917,1.0
3221,253,1.0
3221,2937,1.0
3221,2310,1.0
3221,3689,1.0
3180,2832,1.0
3180,3275,1.0
3180,2660,1.0
3180,2244,1.0
3180,433,1.0
3180,1537,1.0
3180,2666,1.0
448,485,1.0
448,3399,1.0
448,443,1.0
3042,3241,1.0
3042,2449,1.0
3042,2454,1.0
1232,2008,1.0
1232,2126,1.0
1232,2819,1.0
182,3660,1.0
182,3042,1.0
182,3403,1.0
182,1232,1.0
1812,1045,1.0
1812,570,1.0
1812,3969,1.0
1812,2681,1.0
2187,2772,1.0
2187,1648,1.0
2187,1516,1.0
1517,3715,1.0
1517,712,1.0
2337,3265,1.0
2337,1588,1.0
2337,1874,1.0
2337,3822,1.0
1994,3611,1.0
1994,2667,1.0
1994,1603,1.0
1994,2337,1.0
2011,317,1.0
2011,2065,1.0
2011,1517,1.0
2011,3000,1.0
2011,1994,1.0
1162,3475,1.0
1162,1337,1.0
2075,1162,1.0
2075,468,1.0
2075,1492,1.0
2143,2307,1.0
2143,1516,1.0
2143,1953,1.0
2143,1128,1.0
2143,3590,1.0
626,3174,1.0
626,2143,1.0
626,1504,1.0
730,626,1.0
730,661,1.0
730,2580,1.0
798,1506,1.0
798,730,1.0
798,2888,1.0
3009,3776,1.0
3009,1036,1.0
3009,2919,1.0
3009,2641,1.0
3009,3562,1.0
3009,3603,1.0
3009,103,1.0
2044,1768,1.0
2044,3147,1.0
2044,3538,1.0
2044,357,1.0
2044,3508,1.0
2044,2805,1.0
2044,677,1.0
1439,1189,1.0
1439,2111,1.0
1439,70,1.0
1439,2760,1.0
2872,384,1.0
2872,1696,1.0
2872,1845,1.0
969,949,1.0
969,2931,1.0
969,3349,1.0
2574,1075,1.0
2574,3590,1.0
2574,3446,1.0
2574,2376,1.0
2574,3947,1.0
2574,2974,1.0
2574,78,1.0
2574,1214,1.0
905,2872,1.0
905,3109,1.0
905,969,1.0
905,2697,1.0
905,2574,1.0
905,2790,1.0
2101,88,1.0
2101,2379,1.0
512,2305,1.0
512,1670,1.0
512,2780,1.0
512,2415,1.0
3087,1042,1.0
3087,3496,1.0
3087,113,1.0
3087,3201,1.0
1095,3102,1.0
1095,1510,1.0
1095,353,1.0
1095,3484,1.0
1095,2486,1.0
3030,2667,1.0
255,2784,1.0
255,1095,1.0
255,3730,1.0
255,202,1.0
255,1464,1.0
718,1659,1.0
718,317,1.0
718,2549,1.0
718,679,1.0
718,3145,1.0
718,255,1.0
3635,695,1.0
3635,3354,1.0
1993,436,1.0
1993,1282,1.0
1993,1386,1.0
1993,2493,1.0
1993,154,1.0
1993,3607,1.0
948,718,1.0
948,3635,1.0
948,1993,1.0
2694,2837,1.0
2694,2492,1.0
1107,2825,1.0
1107,519,1.0
1107,462,1.0
3627,264,1.0
3627,2669,1.0
3627,1513,1.0
3627,2401,1.0
3627,1228,1.0
2748,14,1.0
2748,3226,1.0
2748,456,1.0
3462,644,1.0
3462,2723,1.0
3462,3419,1.0
3462,2554,1.0
200,1245,1.0
